s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,s58,s59,s60,s61,s62,s63,s64,s65,s66,s67,s68,s69,s70,s71,s72,s73,s74,s75,s76,s77,s78,s79,s80,s81,s82,s83,s84,s85,s86,s87,s88,s89,s90,s91,s92,s93,s94,s95,s96,s97,s98,s99,s100,s101,s102,s103,s104,s105,s106,s107,s108,s109,s110,s111,s112,s113,s114,s115,s116,s117,s118,s119,s120
99.5873513895225,100.011482156827,101.318381202298,99.8020316477827,99.1073082132903,99.7009721360225,100.479068732572,100.080149075418,100.134992465732,98.8330015477368,99.6228839765338,99.1485609542869,99.4594755746536,99.9570718489998,100.153691561338,97.7308548950724,99.3669086461877,99.3755796792384,101.089013234908,99.7720503746011,99.3644139603688,98.1520149266175,101.556613001356,99.5673014168333,100.854247722987,98.3147073103529,98.8048478856771,100.659546007751,99.3215201917788,99.29831666777,100.312472612707,100.224237110102,98.9916055601195,99.3674616143964,100.148646401845,99.9814911539316,100.524416444122,100.636814739596,100.564740515965,98.4884826275498,98.9061291165151,101.427412286016,101.806544306946,98.6867242376763,100.71121333126,100.674964441092,100.780427918702,99.719273937768,102.446573134359,97.8083249846643,101.550245136337,99.1574603248598,102.177472200864,99.6677986065384,99.5536319954348,101.391234919116,99.3759021139237,100.065854034725,98.001033562725,99.1752462315172,119.439173126002,111.626915266488,120.71695145942,115.523745858384,104.648266707867,114.485898290416,114.525026318269,102.292477462872,117.097918221489,106.64704149436,119.077827822874,119.792691506621,111.156559845125,100.154873459886,107.681713896117,117.605274675428,113.508277980926,108.871451277292,108.021064077876,117.62345563781,114.814471985065,104.435743244139,120.286478570143,119.131741623437,120.670067549679,111.734439342023,114.170822433049,104.598323965455,120.403222553184,115.734244284311,100.377340481057,101.946928136401,100.779220281233,100.44309736533,99.847261196081,99.7345183227541,100.267662269029,100.128310083743,101.838628318667,101.262695704742,101.193800487603,100.119070313152,100.12407002175,99.6705740674809,101.945917040551,105.934439373801,100.541029691016,100.557940344996,99.5443914785061,100.472574135026,100.33941416498,102.383231563069,100.662988883542,99.577993527222,98.8568697037702,99.6456487798365,101.422668935903,101.809330864846,99.8015792854423,99.3795824313116
134.46366818346,127.955278903508,132.673535796863,131.446805355517,126.363546432391,128.631185580987,127.173800864666,131.917517810368,131.501746759678,130.170157347689,134.240524543946,130.756506819351,112.007266755788,112.275027156114,126.250552936155,109.993732645426,116.394056884912,131.876944293741,111.075314779028,120.553093794496,114.914759309867,109.872125019746,117.71845996519,132.988221808925,115.995581850547,131.323453355681,123.240652228108,122.697017843287,132.970820563963,112.127729264011,131.634022862493,132.850973963906,132.011814140576,122.9565737142,133.796059450554,124.687279451497,127.300482864256,132.953254439024,134.893851230761,127.192815781351,125.835804288537,126.406914817879,131.60985812256,128.456805050229,126.49810985794,131.984499611778,129.968312490268,135.203315890403,127.0801528805,128.196205183987,130.603662942355,129.084305729706,124.736437723903,128.392621001593,131.352401707515,123.506430820845,128.513729154455,125.2466212784,129.208172745589,132.966254720238,118.32678546821,118.637635390927,118.777861886296,119.872519259483,122.600482692458,121.484652586035,122.613062104267,122.695569211548,118.392169442009,119.065405603836,120.417587866023,119.705689930236,119.830332627149,124.854512083916,122.461847898151,116.158798612851,121.548501649253,123.51137690485,117.091084065894,117.980148064621,117.026677838115,119.337759662769,119.627809654657,118.691506000662,120.156304382913,121.279302192236,117.515165892631,123.00916992954,121.953844206283,119.071412535283,117.987837354452,117.435253862263,118.329477543771,115.849015634872,116.627808271972,117.498778203883,118.569043832949,117.717463118559,117.913132845691,118.111989886672,120.290373476893,116.575765777649,119.562217185578,118.145184015661,118.48652367928,118.993409388985,117.319506291109,119.774873340678,120.292702542559,117.771028364976,117.032491728578,118.850570978486,121.572062307081,117.459437010472,118.30698493873,120.030003664054,118.55696357734,118.479462355604,118.682254718717,116.509437320325
105.343036763023,104.746750370401,103.827944943909,101.957896413803,106.04424673327,105.378312946976,106.817439171771,102.328786184178,103.3922212816,103.056343051748,102.391037698373,106.097792723463,118.830814156854,112.248808630987,106.758257043934,115.828703892323,109.962940891377,102.808228507894,114.419136099173,108.742612069827,113.674495061187,121.783477652614,110.975790183317,102.098019430049,112.054189134294,102.241596178858,105.735647679958,108.782003607243,103.493258982809,117.684571934903,102.85037470586,100.599636591762,102.495470761183,99.6992076737112,100.97395299021,101.821837306395,99.3370581669126,100.048537477395,102.830917293902,102.650921361497,101.27339634178,102.570494478297,100.71064737824,102.793619433178,101.616301648251,103.366547895313,100.09958507197,100.640410232399,99.547957838432,101.181792495876,100.930297730687,101.195224949517,100.854777163228,100.115854739095,101.885348054971,102.08873401271,100.42131230863,101.894535212072,101.884977958196,101.751828743938,102.513698054083,101.791557384929,100.864619382558,101.228198376542,104.490521898015,101.722492218002,102.176779686233,101.033719179799,99.4654572927088,100.904889333686,100.471045471965,101.255194872276,102.499288746842,102.220626890506,100.96866734379,100.786058942447,102.095249401798,100.896248493212,99.5142008997362,101.21968985088,101.637702630523,101.593974036228,100.606457274549,102.328126127204,101.108271587158,100.140782102671,101.487179332377,100.304913649783,100.968308094817,102.293803856477,99.9488503448373,99.4896359456065,102.538017287358,100.55570812007,102.149356395972,101.383353016679,101.496587860275,101.413948304657,100.002470039372,100.860053967062,101.065966337272,101.725678202871,99.9223873204006,101.401390401297,100.862559511542,102.357463058413,100.747623946696,98.8490378965887,100.630547606125,98.6054916834129,101.945699706643,101.901185965205,98.8783086763117,101.951962498976,101.17180993497,100.716309918285,102.493987252322,100.307323909185,101.972888892881,100.88040070212
82.9247730740853,82.4304486445314,84.2738517346846,81.7697396010144,83.7849899471911,81.6802116944494,82.7108709111332,82.7284804053312,81.3879152847527,84.2649897127202,81.9909715953766,82.4996861621202,81.7619280039973,82.5653400374081,82.0085401030653,82.7377690351677,81.5461639686645,82.6644493711358,82.9681442660951,81.9449277406277,82.0434063899506,82.4095495499802,83.0174286939346,81.842456800753,82.0562052509191,81.6901348082265,83.0331347753079,82.9379584034017,81.9593136868664,82.9031370513369,83.4809118612475,82.3575088414177,81.8832991829194,90.3115801356673,82.6675969020451,90.4403018429339,88.2189050687443,82.9696148044891,83.8702261686346,89.2476141500172,88.2778495884733,86.455108113627,82.3425160282754,82.5817268420855,89.3908112801962,81.810022777566,82.6881182587948,82.2044185968433,85.7544092417244,84.8125887754215,82.0775356211875,86.2226329363018,91.0348572572934,85.84654935391,82.6045739915913,92.6008929410392,83.3274466574026,87.7919832660547,85.2118504597298,83.0891832180762,98.7702071817358,100.057572923928,98.2701985639665,95.9398013389165,95.0346033085782,96.8872959423044,94.8749769340366,93.5413786960273,99.7212870769357,99.435739141769,97.6982176881679,99.1403062222552,99.1575210753544,91.3680330119906,93.4677804134546,99.5778783779585,97.1135305223054,95.2649462975602,98.6090796813727,97.7751918789314,97.7119878860825,99.3942164992787,97.351534846222,98.0480941544803,99.5306073224717,94.8343709599822,98.2962892793091,92.0239121940428,99.3635134323456,98.6221764338149,99.6736920284404,100.029679248498,98.9968045131152,100.379443852085,98.4341471654769,99.0497159030962,98.4360012668247,97.9363769182069,97.225990359034,98.8992339496227,97.8974579354224,99.6145316549543,98.9279447172159,98.6155174579219,98.9984061181948,98.6608272044564,98.5413741032554,100.100554246252,98.19266402747,97.5274885488289,98.820520438531,99.4369418779596,98.2792089774037,99.3406823540451,98.9486958979405,98.6807287487791,97.7970358495574,98.3968632809994,98.5203241168256,98.4865963148127
103.21430444062,104.267386642717,99.3974479241217,99.1502126565139,106.304262494228,104.699988749044,104.25140952552,98.8532542480597,103.905188550305,104.035443319289,99.3557974453906,104.12525567714,91.0847036669015,104.229175644925,105.888595747851,99.6098583906657,104.867608113022,98.1627723338836,100.214571243368,106.308418100647,107.529212909661,88.6130408337881,106.064010806984,98.5000471841826,106.185510268905,101.447323640986,104.82745190122,105.390142427939,102.308667322103,94.1969361463396,87.8715708303633,96.054434614127,90.6914583119983,89.2240035591747,93.9639291055481,88.9159309983316,89.0176712528075,91.9105167665822,94.9822386105678,89.7188736503713,87.1071160063264,88.5724325871605,92.6799463521373,88.1258708660865,87.8605334347559,95.8097139610526,89.0383305756097,94.2528426964573,88.2700317472737,90.2040430239218,89.9012712207118,88.4337562562309,89.924554127277,88.6307672380058,92.2093619030193,88.2954707238527,89.3707512177636,88.660579769987,89.1574562057576,90.058452166082,88.5471193438977,88.8374924026197,89.4961487161487,89.2332686450715,88.9778990647439,89.4356664266198,87.9804247027953,89.3804436306249,89.348351340472,89.9655251598291,88.1479016717582,88.4527201397042,90.5255051561114,88.7527083279007,88.592485849921,89.4612871754681,89.6997705082276,88.9072993484934,87.8310905626299,88.9181149809224,89.4969610431715,88.4217048317164,89.8506609717384,88.2546277689343,90.4030588480101,88.870344783708,88.8354586190684,91.0205406333368,88.7830830411982,89.4602905679741,88.6859358294058,87.9791702757908,89.4061492229902,87.7467134516492,90.3915398064546,88.4430843616493,88.7222373408042,88.4284541697572,86.68614817113,88.2873791528599,88.5295654592402,90.188658786821,89.1923886622101,88.724684722302,89.4655869148124,88.554989131121,88.4837836045971,88.5680750618204,88.9498869381844,91.6215132381889,88.7790770506932,88.0908223610143,89.7062979118926,89.005401729069,89.5669937107182,88.8338473368629,89.8601669385427,87.5084502685893,88.3493800446453,89.5884758651887
110.718858004954,106.718627315445,118.164216578736,115.937537671976,106.610513374638,106.259587793966,108.919664050607,124.639449238512,106.865580593387,106.627743287068,120.611041183256,106.16095154963,107.824235198266,106.597413262294,107.499738491951,106.981222079324,106.310682106872,124.770691407239,106.746866129491,107.531008084254,106.782663530145,107.378461755634,107.605993016601,117.83356411434,106.738233892639,114.348309258835,105.20069862547,106.279875046352,110.062163775305,105.756878552906,128.732437059842,127.232439808774,128.197165848323,128.588022354449,127.577939580948,127.703529768244,128.466457273426,127.881261442671,126.500148459426,129.550050220215,127.614106109635,128.825595869507,126.075160689266,128.317263124036,127.933224221049,124.782276609801,131.549178399505,128.997494291686,127.024889009778,127.03589685555,128.310064125769,129.620282795316,129.108356991967,127.811564929374,129.562804540815,127.128392464673,128.008089349407,128.81565342506,128.682278149417,130.151097718144,126.191195641696,107.010465509363,128.856814194938,128.176385420959,127.215285871738,130.542119427627,128.780411051484,129.231258158215,114.41678175012,107.093879552023,127.08852853456,128.417755667116,107.810669860939,130.780991109736,130.872801086086,121.596985580249,128.515163374469,129.436390188302,107.449284409753,123.302710994527,110.544856375151,105.471482900157,127.887443167613,128.126571838709,130.080434532239,128.567163435026,106.277678427864,127.965338519065,129.648795994234,118.433024286257,106.913691338933,107.680864060677,107.083141626548,105.714369283587,105.504155320837,108.394567533173,106.615914031173,108.135380866588,107.441425075442,108.177632570419,108.10208328702,105.897744527949,106.071558886403,106.410900899273,107.288940016988,108.420536072313,107.195132296155,105.514345593384,107.000405813785,105.783717622631,107.199533102881,106.691623396659,108.181246952518,105.396464030354,107.665761475934,105.183591165941,106.301832272569,108.410616344977,107.90940055065,105.653127024483
119.64310818985,119.040303694229,120.237471435115,121.551088275082,120.382295258903,121.041742080331,121.253112906497,120.778207054373,121.055027100773,120.72838099429,120.175244614515,120.634689855773,120.627444230018,120.372038321691,118.669692306159,120.085985009048,119.731787596793,120.233341656855,120.792388726453,119.497197730264,119.172557908852,120.605175525745,119.793046627493,118.688166822809,120.791485116307,120.963370356332,119.813412526609,120.713149038498,119.863204625542,119.646111409076,120.02005151078,119.957621686022,120.827403794095,120.522481256766,117.459709535367,118.392563232479,118.875194067671,121.028638660224,119.679803801514,120.537141159905,119.824989590427,121.010486213992,120.953642730218,120.821776511172,118.124189089037,119.668182332528,119.944534555335,120.417319356152,121.493516999969,119.26884220348,121.135046515121,118.696765608399,119.461753835586,119.472333139474,120.229040212029,121.089422927812,120.486720407116,120.809729711314,119.536878892854,119.912331139358,121.872388853301,120.903082393142,117.547281520303,119.190417112167,118.958880473609,120.513459792784,120.387411459922,119.487935533553,118.932246202189,121.661596473772,120.516565525846,119.619227863169,123.803190293196,120.713119385182,118.05103309613,122.038011858008,119.607562844874,119.543100124929,121.503023451021,120.475768258989,122.019111465418,121.48071342951,121.045744602446,120.073028168221,119.770988112658,123.390288563637,121.588186615639,121.028901242208,119.479066331759,119.613900740184,124.486868221826,139.218860151606,125.140308985086,130.269207779768,121.990078878747,121.885329951504,125.925739223096,122.689411767508,137.402597728851,126.949914287362,139.260295628594,120.133888458943,126.122409069348,123.529059770427,128.887848486109,118.759931245799,143.149199676284,139.764084905994,122.160336485271,130.806126252087,122.446642539618,121.626620316774,123.858999125402,129.629694103348,130.973630795073,122.988300446818,135.116176539755,118.096095405108,123.382879005498,134.463417800655
117.782684798852,116.706511578224,117.954762836115,117.674657812287,117.785795454962,116.996232960673,116.217853686764,117.937168606162,117.959418466875,118.080358027157,117.077708834817,116.941794804341,118.254024303837,118.288059396155,120.246035597729,118.2264575045,117.566600530414,117.86000101436,117.548541378132,118.166055249248,117.515532772728,117.735129365254,118.048963506033,119.221648506079,115.293506893463,120.266376628479,118.739465809174,119.347631840511,116.490356641784,117.492827678806,117.745718877168,117.251214323076,117.864160310231,110.151966487282,116.742253695054,110.426071700897,114.077776856731,117.629496110342,117.282155791502,113.026877517589,114.719678750369,114.616460836642,116.736936711981,118.285705889757,113.237105405676,116.271777351831,117.791455211309,116.947985962942,114.20668229813,118.010598836857,118.182232576919,115.988175209819,109.832019160739,117.499177342971,118.672876918031,111.185144767958,118.077667536285,113.12524603444,118.34769439307,118.805394685559,101.918297375328,97.1881023116987,99.9009462754217,102.777508960423,107.611672106233,103.583745304103,105.083441174291,108.590303199908,98.4513944380095,99.3410474960088,100.693911558765,99.5568189029339,97.5306192995619,108.646623263643,106.978467764022,97.3619211701131,105.849793269955,107.069179261302,97.7039549069978,97.2233537161053,97.868728153284,100.428918611102,102.650672386129,100.014629268807,101.33380442371,105.22066844331,100.146867741117,108.340966337383,102.567431211971,97.7868592565128,98.2026433947066,99.5288082906201,99.0377000856717,99.2663805832605,98.2587697794882,98.2617979624518,97.3582772637969,99.2476706040615,99.2337292421847,98.091601464359,99.2071409231636,98.2678514987163,97.3150775306408,99.1709745003692,97.7835168742086,99.3080022899758,97.6109171858414,96.744038074829,95.7129249375514,99.5779613775748,97.4363478371492,97.5356124986522,97.3494171520471,99.3122188269927,98.5229614493376,99.344207029041,99.7877347593967,97.9824803743278,97.1006288891432,97.8413181731812
92.8414846568642,94.2236469011508,92.2604306609758,93.2442578276111,93.176398891504,92.7265534937774,91.3745570240487,92.2198484059454,93.1901959535838,93.1183394426803,94.1204638360924,92.7376319079472,93.1831334900774,93.0622004768141,93.408104319883,92.8254703011794,93.3145132022282,92.9109825700679,92.38500687798,94.3909120699035,93.3515723830821,94.7696177350465,92.9141645533139,91.0725311522359,92.199233283512,91.5750604090428,92.7568315688044,92.753583233473,92.6545414441221,92.7267095168935,93.3905307928398,93.7497312741856,91.0539784250083,92.970639214027,91.6544750793676,93.1187370055495,93.7398802524818,93.0252243622448,94.1777361267569,92.6521245332477,92.5402394975029,93.7345200594525,92.2728265087865,91.3521354156373,93.3812076569143,90.7378488694955,92.1855126535067,92.6205375698498,94.2668254392488,93.7074670546446,94.5056245197359,92.8344882601814,92.9028152978345,93.0673725521091,93.9194534479475,94.407023555706,92.7552708064186,93.9896540335746,92.9306287531451,92.4905432686779,103.910787930884,99.4336204260849,102.234119351867,99.7686386116031,97.3451910135108,100.551292314122,100.176110404506,93.3770449655666,100.121666265147,97.0221262964465,100.619470498539,102.089325867794,99.1074457402775,93.9936157187497,96.3771047985545,102.294911573669,99.6568819104701,99.8299128198567,94.4874187678281,100.82810062642,99.4163377694388,96.5833092532894,103.23125622545,102.137210071396,102.053614945109,96.9478204363711,99.1816549878106,95.2041603968294,101.873107407132,101.080534496977,93.5884576107614,90.9831868070727,93.7606656667125,92.8422555008956,93.504594426592,92.8561771432637,92.6737161627826,92.656731963447,93.0253091738011,93.0523337188181,91.7979582125463,94.0127975613418,93.2400691872454,93.1336059306052,94.1476709505772,95.4671559651399,91.6748283637014,93.5830356767381,92.781662752522,94.2667128811437,92.7299230918752,93.4736983688515,94.2266352810981,93.9537850942194,91.8605566291783,93.8791961148112,93.4248609969488,94.3286814458038,92.3977420172108,95.1545776333402
114.249368904371,113.854206549069,114.037683543137,112.879074395658,110.484243375532,110.385308454236,111.470048798004,115.838425289088,113.610077912832,112.683538734965,114.306808964111,113.58885413897,107.568078390176,105.133473186936,110.335084032037,102.970644582679,108.296429628963,115.471945067201,105.326437850443,107.474436562218,103.795664855012,105.147987729748,107.017371653497,113.458280871763,105.068218246697,112.879510675331,109.26767478857,107.330527416389,112.367942385447,105.872062724474,114.743592403621,115.050938410796,114.390012205232,110.660318411009,113.41237896012,111.91701012658,112.102238508258,112.894684755613,114.347896813475,109.37379742315,112.193051097033,111.366854854542,114.443105335223,112.467001109174,111.429659229678,113.90118129545,113.164937861766,113.782245323004,110.094174228587,112.799243297814,112.313189969286,111.799974063714,111.410818684801,112.532850017389,114.072153068094,108.674118646918,114.805425919673,111.066644007128,111.940945287013,113.929058536471,106.013378164492,108.851332629333,107.250120784858,106.966021304976,109.918862362453,106.723775741861,109.77731596561,111.057968891877,107.300114685877,109.682311679482,107.82603347463,108.281215207236,105.175626504493,109.744123027734,107.042258306142,106.365635125969,108.575536261014,109.341026917106,109.007571470118,107.576236253107,109.485920918949,106.045757199577,107.990524886631,107.932390810817,106.355882072547,110.191627889866,108.209623171309,109.283289355539,108.948860292793,106.652040505134,106.342020944885,108.621365017094,107.421182350569,106.663853090599,108.962773990598,106.307981184835,106.238194393043,107.161812144368,107.062088889543,106.731633049855,107.263995348669,106.440001831315,107.233959196729,108.661822254179,109.078927845924,107.414582825705,106.637288150031,107.475189335781,106.792882073604,107.781403072299,105.56737100908,106.38160658332,107.793829209668,108.291810010184,106.519524098636,107.986697024964,105.246670559712,107.988366275892,105.748903874506,106.142485760483
